ALDH1A1	00001	NP_000680.2	ALDH1A1	00001	NP_000680.2	in vivo;yeast 2-hybrid	12081471,16189514
RAD52	11855	NP_002870.2	ERCC4	00594	NP_005227.1	in vitro;in vivo	14734547
RNPS1	07341	NP_006702.1	CDC2L2	00308	NP_277073.1	in vivo	9580558
SFRS7	08991	AAH22328.1	CDC2L2	00308	NP_277073.1	in vivo;yeast 2-hybrid	12501247
ATXN1	03333	NP_000323.2	MED15	12117	NP_001003891.1	yeast 2-hybrid	16713569
CDC2L2	00308	NP_277073.1	CCNL1	10814	NP_064703.1	in vitro	11980906,11683997
MMP3	01703	NP_002413.1	MMP3	01703	NP_002413.1	in vitro	10543949,10639284,10669564,10877850,11297453,11327577,9733482,9873489,9888835
SMAD4	02995	NP_005350.1	SMAD4	02995	NP_005350.1	in vitro	10647180,11224571,9111321
CAT	00282	NP_001743.1	CAT	00282	NP_001743.1	in vitro	10656833,10666617,11134921
S100A12	04383	NP_005612.1	S100A12	04383	NP_005612.1	in vitro	10666601,11134923,11856825,12777802
AIRE	06301	NP_000374.1	AIRE	06301	NP_000374.1	in vitro;in vivo;yeast 2-hybrid	10748110,11533054
CSF2RB	00739	NP_000386.1	CSF2RB	00739	NP_000386.1	in vitro;in vivo	10753826,11207369,8666948
MPO	06102	NP_000241.1	MPO	06102	NP_000241.1	in vitro	10766826,11705390,1320128,7840679,8037771,8718890
GALE	06092	NP_000394.2	GALE	06092	NP_000394.2	in vitro;yeast 2-hybrid	10801319,11279032,11279193,16189514
MTHFD1	01403	NP_005947.3	MTHFD1	01403	NP_005947.3	in vitro	10828945,9519408
M6PR	01106	NP_002346.1	PLIN3	04080	NP_005808.3	in vitro;yeast 2-hybrid	10829017,9590177
KITLG	01698	NP_000890.1	KITLG	01698	NP_000890.1	in vitro	10880433,10884405
RAC1	03627	NP_061485.1	STAT3	00026	NP_644805.1	in vivo;yeast 2-hybrid	11021801
VAV1	01284	NP_005419.2	CDC42	00309	NP_001782.1	in vivo	11287617
IGHG1	11755	CAD98026.1	IGHG1	11755	CAD98026.1	in vitro	10917521,11297532,12527303,4138920,7236608,955567,992566
PGF	03076	NP_002623.2	PGF	03076	NP_002623.2	in vitro	10919072,11069911,1924389,9111514
ARHGAP1	04108	NP_004299.1	ARHGAP1	04108	NP_004299.1	in vitro	10954711,11741952
BNIP2	04481	NP_004321.2	BNIP2	04481	NP_004321.2	in vitro;in vivo;yeast 2-hybrid	10954711,11741952
CXCL12	02904	NP_001029058.1	CXCL12	02904	NP_001029058.1	in vitro	10954912,9618518
PYGL	01987	NP_002854.3	PYGL	01987	NP_002854.3	in vitro	10980448,12204691
S100A7	02645	NP_002954.2	S100A7	02645	NP_002954.2	in vitro	10026247,1940442,9562557
IL8	00909	NP_000575.1	IL8	00909	NP_000575.1	in vitro	10368283,10707023,1988949,2184886,2681204,9141135
AMD1	01622	NP_001625.2	AMD1	01622	NP_001625.2	in vitro	10378277,11583147,11583148,12600205
NTF4	01220	NP_006170.1	NTF4	01220	NP_006170.1	in vitro	10388563,10490030,10631974,11738045,7703225,8241191
PIK3R1	01381	NP_852664.1	CDC42	00309	NP_001782.1	in vitro;in vivo	9381982,7629060,8034624
TNFSF10	04670	NP_003801.1	TNFSF10	04670	NP_003801.1	in vitro	10549288
CXCL2	00741	NP_002080.1	CXCL2	00741	NP_002080.1	in vitro	10600366
ADH7	02515	NP_000664.2	ADH7	02515	NP_000664.2	in vitro	10631979,9228021
ALDH2	00003	NP_000681.2	ALDH2	00003	NP_000681.2	in vitro	10631996,12795606,9195888
ME2	01103	NP_002387.1	ME2	01103	NP_002387.1	in vitro	10700286,10913357,12121650,12962632
SNRPA	01658	NP_004587.1	SNRPA	01658	NP_004587.1	in vitro;yeast 2-hybrid	10742179,7984237,16189514
SOD2	00938	NP_000627.2	SOD2	00938	NP_000627.2	in vitro	10852710,1394426,14638684,2738919
BANF1	04817	AAC08964.1	BANF1	04817	AAC08964.1	in vitro	10924106,7937898,9465049,9783751
ETV6	15976	NP_001978.1	ETV6	15976	NP_001978.1	in vitro	11483520
POLG	01438	NP_002684.1	POLG	01438	NP_002684.1	in vitro	12144777
EIF2AK2	01468	NP_002750.1	CDC42	00309	NP_001782.1	in vitro	7738010
CAP1	09869	NP_006358.1	CAP1	09869	NP_006358.1	in vitro;in vivo;yeast 2-hybrid	8761950
CD74	00825	NP_001020330.1	CTSL1	00293	NP_001903.1	in vitro	10022822
PDGFRB	01423	NP_002600.1	SOCS1	04669	NP_003736.1	yeast 2-hybrid	10022833
MMP13	02522	NP_002418.1	MMP13	02522	NP_002418.1	in vitro	10074939
MAPK3	03479	NP_002737.2	STAT5A	03301	NP_003143.2	in vitro;in vivo	10194762
PAX5	01334	NP_057953.1	TBP	02511	NP_003185.1	in vitro;in vivo	10197586
PAX5	01334	NP_057953.1	RB1	01574	NP_000312.2	in vitro;in vivo	10197586
PPARD	02679	NP_006229.1	PPARD	02679	NP_006229.1	in vitro	10198642
RASGRF1	07362	Q13972	RHOA	01323	NP_001655.1	in vivo	10220378
HDAC4	05610	NP_006028.2	RBBP4	04232	NP_005601.1	in vivo	10220385
PRKCA	01498	NP_002728.1	CDC42	00309	NP_001782.1	in vivo	11284700
CD46	00406	NP_758869.1	CD46	00406	NP_758869.1	in vitro	10357804
NOVA1	03693	NP_002506.2	NOVA1	03693	NP_002506.2	in vitro	10368286
IRAK2	04491	NP_001561.3	IRAK2	04491	NP_001561.3	in vivo	10383454
BLMH	03870	NP_000377.1	BLMH	03870	NP_000377.1	in vitro;yeast 2-hybrid	10404591,16189514
IRS1	00943	NP_005535.1	IRS1	00943	NP_005535.1	in vitro	10411883
KRT19	01007	NP_002267.2	TUBG1	01853	NP_001061.2	in vivo	10444072
KRT18	01020	NP_000215.1	TUBG1	01853	NP_001061.2	in vivo	10444072
ITGA1	01892	NP_852478.1	ITGA1	01892	NP_852478.1	in vitro	10455165
SRP54	05330	NP_003127.1	SRP54	05330	NP_003127.1	in vitro	10497032
PABPC1	05247	NP_002559.2	PABPC1	05247	NP_002559.2	in vitro	10499800
PRKCG	01502	NP_002730.1	CDC42	00309	NP_001782.1	in vivo	14676191
CBL	01320	NP_005179.2	PDGFRB	01423	NP_002600.1	in vitro	10514377
PTK2	02859	NP_005598.3	VCL	01900	NP_054706.1	in vivo	10545505
ABCD2	03051	NP_005155.1	ABCD2	03051	NP_005155.1	yeast 2-hybrid	10551832
UBE3A	03375	NP_000453.2	UBE3A	03375	NP_000453.2	in vitro	10558980
POLR2D	16191	NP_004796.1	POLR2L	01155	NP_066951.1	in vitro	10567706
POLR2D	16191	NP_004796.1	POLR2E	15946	NP_002686.2	in vitro	10567706
POLR2D	16191	NP_004796.1	POLR2D	16191	NP_004796.1	in vitro	10567706
POLR2C	15945	NP_116558.1	POLR2D	16191	NP_004796.1	in vitro	10567706
POLR2B	15943	NP_000929.1	POLR2D	16191	NP_004796.1	in vitro	10567706
POLR2A	08916	NP_000928.1	POLR2D	16191	NP_004796.1	in vitro	10567706
PRKCZ	01504	NP_002735.3	CDC42	00309	NP_001782.1	in vivo	10733591
POLR2D	16191	NP_004796.1	POLR2K	05826	NP_005025.1	in vitro	10567706
POLR2E	15946	NP_002686.2	POLR2G	15995	NP_002687.1	in vitro	10567706,9201987
POLR2C	15945	NP_116558.1	POLR2L	01155	NP_066951.1	in vitro	10567706,9201987
POLR2C	15945	NP_116558.1	POLR2E	15946	NP_002686.2	in vitro	10567706,9201987
POLR2C	15945	NP_116558.1	POLR2C	15945	NP_116558.1	in vitro	10567706,9201987
SKI	01271	NP_003027.1	SKI	01271	NP_003027.1	in vivo	10575014
F5	01964	NP_000121.2	F5	01964	NP_000121.2	in vitro	10586886
PFN2	01451	NP_444252.1	PFN2	01451	NP_444252.1	in vitro	10600384
ITGA4	01894	NP_000876.3	TGFB1I1	03831	NP_001035919.1	in vitro	10604475
ODC1	01324	NP_002530.1	ODC1	01324	NP_002530.1	in vitro	10623504
NCF2	01991	NP_000424.2	CDC42	00309	NP_001782.1	in vitro;yeast 2-hybrid	9642115,7738010
CDC6	04022	NP_001245.1	PPP2R3A	09225	NP_002709.2	yeast 2-hybrid	10629059
PPP2R1A	16184	NP_055040.2	PPP2R3B	02276	NP_037371.2	in vitro;yeast 2-hybrid	10629059
PRKCZ	01504	NP_002735.3	GLRX3	10153	NP_006532.2	in vitro	10636891
NFKBIA	01235	NP_065390.1	NKIRAS1	06841	NP_065078.1	in vitro;in vivo	10657303
NKIRAS2	07261	NP_060065.2	NFKBIB	07260	NP_002494.2	in vitro;in vivo	10657303
NKIRAS1	06841	NP_065078.1	NFKBIB	07260	NP_002494.2	in vitro;in vivo	10657303
CCS	04841	NP_005116.1	CCS	04841	NP_005116.1	in vitro	10677207
ESR2	03390	NP_001428.1	SP1	01796	NP_612482.2	in vitro	10681512
PTPRC	01050	NP_002829.2	PTPRC	01050	NP_002829.2	in vitro	10683443
FLNA	02060	NP_001104026.1	CDC42	00309	NP_001782.1	in vitro	10051605
EIF3I	04884	NP_003748.1	ESR1	00589	NP_000116.2	yeast 2-hybrid	10706629
CCL19	03750	NP_006265.1	CCRL1	07298	NP_848540.1	in vitro	10706668
CCRL1	07298	NP_848540.1	CXCL13	05513	NP_006410.1	in vitro	10706668
CCL25	03976	NP_005615.2	CCRL1	07298	NP_848540.1	in vitro	10706668
CCL21	04113	NP_002980.1	CCRL1	07298	NP_848540.1	in vitro	10706668
BMPR1A	03192	NP_004320.2	BMPR1A	03192	NP_004320.2	in vivo	10712517
BMPR2	02880	NP_001195.2	BMPR2	02880	NP_001195.2	in vivo	10712517
SERPINE1	01418	NP_000593.1	SERPINE1	01418	NP_000593.1	in vitro	10731421
MARCKS	07519	NP_002347.5	NMT1	01187	NP_066565.1	in vitro	10734119
CX3CL1	03529	NP_002987.1	CX3CL1	03529	NP_002987.1	in vitro	10770945
PRKCI	02105	NP_002731.4	CDC42	00309	NP_001782.1	in vivo	10934474,14676191
S100A8	00471	NP_002955.2	S100A8	00471	NP_002955.2	in vitro	10771424
UCP3	03623	NP_003347.1	YWHAG	05639	NP_036611.2	yeast 2-hybrid	10785390
UCP2	03410	NP_003346.2	YWHAG	05639	NP_036611.2	yeast 2-hybrid	10785390
NME4	03489	NP_005000.1	NME4	03489	NP_005000.1	in vitro	10799505
DMD	02303	NP_003997.1	DMD	02303	NP_003997.1	in vitro	10801490
HNRNPK	02834	NP_002131.2	SFRS3	04530	NP_003008.1	yeast 2-hybrid	10809782
HNRNPK	02834	NP_002131.2	SAFB	04205	NP_002958.2	yeast 2-hybrid	10809782
HNRNPK	02834	NP_002131.2	YBX1	01095	NP_004550.2	in vitro;in vivo;yeast 2-hybrid	10809782
PTH	01345	NP_000306.1	PTH	01345	NP_000306.1	in vitro	10837469
AIMP1	04676	NP_001135888.1	AIMP1	04676	NP_001135888.1	in vitro	10852899
GDI1	02114	NP_001484.1	CDC42	00309	NP_001782.1	in vitro	11583574
IFNG	00957	NP_000610.2	IFNG	00957	NP_000610.2	in vitro	10860730
TALDO1	03640	NP_006746.1	TALDO1	03640	NP_006746.1	in vitro	10869557
FLT3LG	02477	NP_001450.2	FLT3LG	02477	NP_001450.2	in vitro	10881197
DEFB4	03739	NP_004933.1	DEFB4	03739	NP_004933.1	in vitro	10906336
FCER1A	00917	NP_001992.1	ITIH2	00890	NP_002207.2	in vitro	10917520
ESR1	00589	NP_000116.2	PHB2	17843	NP_009204.1	in vitro	10938099,15140878
HSPA4	09025	NP_002145.3	KPNA2	02818	NP_002257.1	in vitro	10964507
ITGB3	01428	NP_000203.2	SHC1	02780	NP_001123512.1	in vitro;in vivo	10964917
IFNGR1	00127	NP_000407.1	IFNGR1	00127	NP_000407.1	in vitro	10986460
TAP1	01359	NP_000584.2	ESR1	00589	NP_000116.2	in vitro	9774463
FOXM1	03823	NP_973731.1	STAT3	00026	NP_644805.1	in vivo	11861839
OPHN1	02130	NP_002538.1	CDC42	00309	NP_001782.1	in vitro	11998687,9582072
ABCC9	03258	NP_005682.2	KCNJ11	09022	NP_000516.3	in vitro	10093054
ABL1	01809	NP_009297.2	PIK3R1	01381	NP_852664.1	in vitro;in vivo	1383690,16219545,8294442
ABL1	01809	NP_009297.2	PLCG1	01398	NP_002651.2	in vitro	1383690
ABL1	01809	NP_009297.2	RASA1	00745	NP_002881.1	in vitro	1383690
ABL1	01809	NP_009297.2	ROBO1	03890	NP_002932.1	in vitro	10892742
ABL2	01259	NP_009298.1	BCR	01044	NP_004318.3	in vitro	1383690
ACAD8	11985	NP_055199.1	ACAD8	11985	NP_055199.1	in vitro	14752098
ACPP	01378	NP_001127666.1	ACPP	01378	NP_001127666.1	in vitro	10639192,12525165,8407898,9584847,9804805
ACTB	00032	NP_001092.1	DNASE1	00509	NP_005214.2	in vitro	15711563
CDC42	00309	NP_001782.1	WAS	02314	NP_000368.1	in vitro;in vivo	8625410,10724160,15361624,12235133,10068673,12769846,9742969,10360578,10802735
ACTB	00032	NP_001092.1	HNRNPU	04185	NP_114032.2	in vitro;in vivo	15711563
ACTN4	05222	NP_004915.2	CAMK2A	06532	NP_057065.2	in vitro;yeast 2-hybrid	11160423
ACTN4	05222	NP_004915.2	CAMK2B	12127	NP_001211.3	in vitro;yeast 2-hybrid	11160423
ACTR2	05023	NP_001005386.1	ARPC5	11969	NP_005708.1	in vitro	11721045,11741539
ACTR3	05024	NP_005712.1	ARPC2	10367	NP_690601.1	in vitro	11721045,11741539
ACVR1	00021	NP_001096.1	CREBBP	02534	NP_004371.2	in vitro	9267036
ACVR1	00021	NP_001096.1	RXRA	01577	NP_002948.1	in vitro;yeast 2-hybrid	9267036
ACVR1	00021	NP_001096.1	THRB	07521	NP_000452.2	yeast 2-hybrid	9267036
ACVR1	00021	NP_001096.1	VDR	03463	NP_000367.1	in vitro;yeast 2-hybrid	9267036
ACVR1	00021	NP_001096.1	AP2B1	03015	AAH06201.1	in vivo	15761153
FGD1	02373	NP_004454.2	CDC42	00309	NP_001782.1	in vitro	8969170
ACVR1	00021	NP_001096.1	CHN1	00319	NP_001813.1	in vivo	15761153
ACVR1	00021	NP_001096.1	DUSP13	13251	NP_001007274.1	in vivo	15761153
ACVR1	00021	NP_001096.1	FANCL	06997	NP_001108108.1	in vivo	15761153
ACVR1	00021	NP_001096.1	FBXO30	10953	NP_115521.3	in vivo	15761153
ACVR1	00021	NP_001096.1	FCHO1	16887	NP_055937.1	in vivo	15761153
ACVR1	00021	NP_001096.1	FGD6	16892	NP_060821.3	in vivo	15761153
ACVR1	00021	NP_001096.1	FKBP4	11794	NP_002005.1	in vivo	15761153
ACVR1	00021	NP_001096.1	IKBKB	04462	NP_001547.1	in vivo	15761153
ACVR1	00021	NP_001096.1	DCAF6	17156	NP_060912.2	in vivo	15761153
ACVR1	00021	NP_001096.1	NEK8	14822	NP_835464.1	in vivo	15761153
MAP3K11	02502	NP_002410.1	CDC42	00309	NP_001782.1	in vitro;in vivo	10799501,16253996
ACVR1	00021	NP_001096.1	NKIRAS1	06841	NP_065078.1	in vivo	15761153
ACVR1	00021	NP_001096.1	NRAS	01273	NP_002515.1	in vivo	15761153
ACVR1	00021	NP_001096.1	NUAK2	12172	NP_112214.1	in vivo	15761153
ACVR1	00021	NP_001096.1	PAK1	03995	AAC24716.1	in vivo	15761153
ACVR1	00021	NP_001096.1	CDK14	15121	NP_036527.1	in vivo	15761153
ACVR1	00021	NP_001096.1	PLEK	15935	NP_002655.2	in vivo	15761153
ACVR1	00021	NP_001096.1	PLEKHB1	09630	NP_067023.1	in vivo	15761153
ACVR1	00021	NP_001096.1	PLEKHJ1	15150	NP_060519.1	in vivo	15761153
ACVR1	00021	NP_001096.1	RAB17	11468	NP_071894.1	in vivo	15761153
ACVR1	00021	NP_001096.1	RAB25	06698	NP_065120.2	in vivo	15761153
MAP3K10	02533	NP_002437.2	CDC42	00309	NP_001782.1	in vitro	9427749
ACVR1	00021	NP_001096.1	RAB33B	05808	NP_112586.1	in vivo	15761153
ACVR1	00021	NP_001096.1	RAB3B	01540	NP_002858.2	in vivo	15761153
ACVR1	00021	NP_001096.1	RAB6B	11474	NP_057661.3	in vivo	15761153
ACVR1	00021	NP_001096.1	RAP2A	01547	NP_066361.1	in vivo	15761153
ACVR1	00021	NP_001096.1	RASD2	15210	AAG00868.1	in vivo	15761153
ACVR1	00021	NP_001096.1	RASL12	15217	NP_057647.1	in vivo	15761153
ACVR1	00021	NP_001096.1	RHEBL1	15245	NP_653194.1	in vivo	15761153
ACVR1	00021	NP_001096.1	RHOD	05776	NP_055393.1	in vivo	15761153
ACVR1	00021	NP_001096.1	RHOJ	09632	NP_065714.1	in vivo	15761153
ACVR1	00021	NP_001096.1	RPS27A	01878	NP_002945.1	in vivo	15761153
KTN1	02661	NP_891556.1	CDC42	00309	NP_001782.1	in vitro;yeast 2-hybrid	9535835
ACVR1	00021	NP_001096.1	RRAS2	02518	NP_036382.2	in vivo	15761153
ACVR1	00021	NP_001096.1	SOCS6	05491	NP_004223.2	in vivo	15761153
ACVR1	00021	NP_001096.1	STX8	05012	NP_004844.1	in vivo	15761153
ACVR1	00021	NP_001096.1	TGFBR1	01822	NP_004603.1	in vivo	15761153
ACVR1	00021	NP_001096.1	TTC17	15582	NP_060729.2	in vivo	15761153
ACVR1	00021	NP_001096.1	UBA52	08931	NP_003324.1	in vivo	15761153
ACVR1	00021	NP_001096.1	UBE2E3	05000	NP_006348.1	in vivo	15761153
ACVR1	00021	NP_001096.1	USP39	07165	NP_006581.2	in vivo	15761153
ACVR1	00021	NP_001096.1	VEPH1	07782	NP_078897.1	in vivo	15761153
CASP3	02799	NP_004337.2	CDC42	00309	NP_001782.1	in vitro;in vivo	11278572
ACVR1	00021	NP_001096.1	WDR61	15236	NP_079510.1	in vivo	15761153
ACVRL1	03181	NP_000011.2	XIAP	02094	NP_001158.2	in vitro	11356828
ACY1	00092	NP_000657.1	ACY1	00092	NP_000657.1	in vitro;yeast 2-hybrid	12933810,16189514
ADCYAP1R1	00045	BAA04466.1	CALM1	00241	NP_008819.1	in vitro	15670850
ADRA2A	00078	NP_000672.3	ADRB1	00181	NP_000675.1	in vivo	12529373
ADRB1	00181	NP_000675.1	GRB2	00150	NP_002077.1	in vitro	9843378
ADRB1	00181	NP_000675.1	SH3GL2	05125	NP_003017.1	in vitro;in vivo;yeast 2-hybrid	10535961
ADRB1	00181	NP_000675.1	SH3GL3	04528	NP_003018.3	yeast 2-hybrid	10535961
ADRBK1	00182	NP_001610.2	PEBP1	06850	NP_002558.1	in vivo	14654844
MLLT10	03874	NP_004632.1	DOT1L	10455	NP_115871.1	in vivo;yeast 2-hybrid	15851025
CSPG4	03105	NP_001888.2	CDC42	00309	NP_001782.1	in vitro;in vivo	10587647
AGGF1	07621	NP_060516.2	TNFSF12	04074	NP_003800.1	in vitro;in vivo;yeast 2-hybrid	14961121
AHR	02596	NP_001612.1	NCOA2	09066	NP_006531.1	in vitro	15641800
AHR	02596	NP_001612.1	TAF4	11797	NP_003176.2	in vitro	15641800
AKT1	01261	NP_005154.2	APLP2	00103	NP_001633.1	in vivo	10490823
COPS2	05146	NP_001137359.1	NR2F1	00584	NP_005645.1	in vitro	10207062
COPS2	05146	NP_001137359.1	RARA	06769	NP_000955.1	yeast 2-hybrid	10207062
ALOX12	01066	NP_000688.2	KRT5	01010	NP_000415.2	in vivo	10727209
ANAPC10	16488	NP_055700.2	SMAD2	03221	NP_005892.1	in vitro;in vivo	15144564
ANAPC10	16488	NP_055700.2	SMAD3	04380	NP_005893.1	in vitro;in vivo	15144564
ANAPC5	10453	NP_057321.2	SMURF1	06902	NP_065162.1	in vivo	15761153
STAU1	03422	NP_059347.2	CDC42	00309	NP_001782.1	in vitro	15121898
ANAPC5	10453	NP_057321.2	SMURF2	06901	NP_073576.1	in vivo	15761153
ANAPC5	10453	NP_057321.2	TGFBR1	01822	NP_004603.1	in vivo	15761153
AP1B1	02541	NP_001118.3	ATM	06347	NP_000042.3	in vitro;in vivo;yeast 2-hybrid	9707615
AP2B1	03015	AAH06201.1	SMAD4	02995	NP_005350.1	in vivo	15761153
AP2B1	03015	AAH06201.1	SMURF1	06902	NP_065162.1	in vivo	15761153
AP2M1	03014	NP_004059.2	TGOLN2	04343	AAC39542.1	in vitro;yeast 2-hybrid	15916959,15254094
APBA1	03879	NP_001154.2	NOTCH1	01827	NP_060087.3	in vivo	14756819
APBB1IP	16420	NP_061916.3	EVL	10942	NP_057421.1	in vivo	15469846
APBB2	04088	NP_775098.2	SMAD4	02995	NP_005350.1	in vivo	15761153
APBB2	04088	NP_775098.2	SMURF1	06902	NP_065162.1	in vivo	15761153
CASP7	03457	NP_203124.1	CDC42	00309	NP_001782.1	in vitro;in vivo	11278572
APC2	09802	NP_005874.1	MAPRE1	04379	NP_036457.1	in vitro	10644998
APC2	09802	NP_005874.1	MAPRE3	16156	NP_036458.2	in vitro;in vivo;yeast 2-hybrid	10644998
APC	01439	NP_000029.2	APC	01439	NP_000029.2	in vitro;in vivo	10926498,8389242,12070164
APC	01439	NP_000029.2	CTBP1	04015	NP_001319.1	in vitro;in vivo	15525529
APC	01439	NP_000029.2	IQGAP1	04541	NP_003861.1	in vitro;in vivo	15572129
APH1A	06360	AAH20590.1	PSENEN	06362	NP_758844.1	in vivo	15322109
APLP2	00103	NP_001633.1	PIK3CA	01382	NP_006209.2	in vivo	10490823
APP	00100	NP_000475.1	PSEN2	02860	NP_000438.2	in vivo	10078972
ARF1	00054	NP_001649.1	PICK1	16176	NP_036539.1	yeast 2-hybrid	10623590
ARF3	00056	NP_001650.1	PICK1	16176	NP_036539.1	yeast 2-hybrid	10623590
KHDRBS1	03926	NP_006550.1	STAT3	00026	NP_644805.1	in vivo	11585385
METAP2	03522	NP_006829.1	CDC42	00309	NP_001782.1	in vitro	7738010
ARL4D	02842	NP_001652.2	SMAD1	03356	NP_005891.1	in vivo	15761153
ARL4D	02842	NP_001652.2	SMAD2	03221	NP_005892.1	in vivo	15761153
ARL4D	02842	NP_001652.2	SMURF1	06902	NP_065162.1	in vivo	15761153
ARL4D	02842	NP_001652.2	TGFBR1	01822	NP_004603.1	in vivo	15761153
ARL14	07998	NP_079323.1	SMURF1	06902	NP_065162.1	in vivo	15761153
ARFGAP3	06444	NP_055385.3	SMAD2	03221	NP_005892.1	in vivo	15761153
ARFIP2	07209	NP_036534.1	ARFIP2	07209	NP_036534.1	in vitro	11346801
ARFRP1	05264	NP_003215.1	SMAD4	02995	NP_005350.1	in vivo	15761153
ARHGAP15	06447	NP_060930.3	SMURF1	06902	NP_065162.1	in vivo	15761153
ARHGAP15	06447	NP_060930.3	TGFBR1	01822	NP_004603.1	in vivo	15761153
ARHGDIA	03565	NP_004300.1	CDC42	00309	NP_001782.1	in vitro;in vivo	10676816,11149925
ARHGAP21	06445	NP_065875.3	RHOA	01323	NP_001655.1	in vitro	15793564
ARHGAP29	06674	NP_004806.3	RAP2A	01547	NP_066361.1	in vitro;yeast 2-hybrid	15752761
ARHGAP8	06448	NP_001017526.1	BNIP2	04481	NP_004321.2	in vitro;in vivo	12944407
ARHGAP8	06448	NP_001017526.1	RHOA	01323	NP_001655.1	in vitro;in vivo	12944407
ARHGDIA	03565	NP_004300.1	VAV1	01284	NP_005419.2	in vitro	10664460
ARHGEF2	10458	NP_001155855.1	CGN	10827	NP_065821.1	in vitro;in vivo	15866167
ARHGEF6	02226	NP_004831.1	ARHGEF7	05688	NP_001106983.1	in vitro;yeast 2-hybrid	12499396
ARHGEF6	02226	NP_004831.1	BMPR1B	04457	NP_001194.1	in vivo	15761153
ARHGEF6	02226	NP_004831.1	SMAD1	03356	NP_005891.1	in vivo	15761153
ARHGEF6	02226	NP_004831.1	SMAD2	03221	NP_005892.1	in vivo	15761153
RAC2	03628	NP_002863.1	CDC42	00309	NP_001782.1	in vitro	9748241
ARHGEF6	02226	NP_004831.1	SMAD3	04380	NP_005893.1	in vivo	15761153
ARHGEF6	02226	NP_004831.1	TGFBR1	01822	NP_004603.1	in vivo	15761153
ARL8B	12483	NP_060654.1	TGFBR1	01822	NP_004603.1	in vivo	15761153
ARL5B	12328	NP_848930.1	SMAD4	02995	NP_005350.1	in vivo	15761153
ARNT2	06915	NP_055677.3	ARNT2	06915	NP_055677.3	yeast 2-hybrid	8927054
ARNT2	06915	NP_055677.3	HIF1A	04517	NP_001521.1	yeast 2-hybrid	8927054
ARNT	00524	NP_001659.1	ARNT2	06915	NP_055677.3	yeast 2-hybrid	8927054
ARNT	00524	NP_001659.1	HEY1	04260	NP_001035798.1	yeast 2-hybrid	10692439
ARNT	00524	NP_001659.1	HEY2	05243	NP_036391.1	yeast 2-hybrid	10692439
ARPC1B	10366	NP_005711.1	ARPC4	10368	NP_005709.1	in vitro	11721045,11741539
PLD1	03855	NP_002653.1	CDC42	00309	NP_001782.1	in vitro;in vivo	10747870
ARPC1B	10366	NP_005711.1	ARPC5	11969	NP_005708.1	in vitro	11721045,11741539
ARRB1	00146	NP_004032.2	NFKBIA	01235	NP_065390.1	in vivo;yeast 2-hybrid	15125834,15173580
ARRB2	00147	NP_004304.1	NFKBIA	01235	NP_065390.1	in vitro;in vivo;yeast 2-hybrid	15125834,15173580
ARRB2	00147	NP_004304.1	SLC9A5	02723	NP_004585.1	in vitro;in vivo;yeast 2-hybrid	15699339
ASF1A	16459	NP_054753.1	HIRA	02583	NP_003316.3	in vitro;in vivo	15621527
ASH2L	05309	NP_004665.2	SMURF1	06902	NP_065162.1	in vivo	15761153
ASH2L	05309	NP_004665.2	SMURF2	06901	NP_073576.1	in vivo	15761153
ASH2L	05309	NP_004665.2	TGFBR1	01822	NP_004603.1	in vivo	15761153
ZFHX3	00075	NP_008816.3	PIAS3	09068	NP_006090.2	in vitro;in vivo;yeast 2-hybrid	14715251
ATF2	00443	NP_001871.2	NBN	04050	NP_002476.2	in vivo	15916964
MAP3K4	03886	NP_005913.2	CDC42	00309	NP_001782.1	in vitro	9079650
ATF7IP2	16517	NP_079273.2	MBD1	01133	NP_056671.2	in vitro	15691849
ATF7IP2	16517	NP_079273.2	SETDB1	06828	NP_001138887.1	in vitro;in vivo	15691849
ATF7IP2	16517	NP_079273.2	SP1	01796	NP_612482.2	in vitro;in vivo	15691849
ATF7IP	09811	NP_060649.3	SP1	01796	NP_612482.2	in vitro;in vivo	15691849
ATF7	06968	NP_001123531.1	TAF12	15981	NP_005635.1	in vitro;in vivo	15735663
ATF7	06968	NP_001123531.1	TAF4	11797	NP_003176.2	in vitro;in vivo	15735663
ATM	06347	NP_000042.3	EEF1E1	10931	NP_004271.1	in vitro;in vivo	15680327
ATM	06347	NP_000042.3	RHEB	03188	NP_005605.1	in vitro	15854902
ATOX1	03779	NP_004036.1	ATOX1	03779	NP_004036.1	in vitro	10966647
ATR	08369	NP_001175.2	EEF1E1	10931	NP_004271.1	in vitro;in vivo	15680327
ATXN1	03333	NP_000323.2	NLK	17637	NP_057315.3	yeast 2-hybrid	16713569
ATR	08369	NP_001175.2	RHEB	03188	NP_005605.1	in vitro	15854902
AUH	08987	NP_001689.1	AUH	08987	NP_001689.1	in vitro	11738050
AURKB	05397	NP_004208.2	TGFBR1	01822	NP_004603.1	in vivo	15761153
AVEN	05588	NP_065104.1	SMURF1	06902	NP_065162.1	in vivo	15761153
AXL	00171	NP_068713.2	PIK3R1	01381	NP_852664.1	in vitro;in vivo	9178760
AXL	00171	NP_068713.2	PIK3R3	05831	NP_003620.3	yeast 2-hybrid	12470648
AXL	00171	NP_068713.2	PLCG1	01398	NP_002651.2	in vitro;in vivo	9178760
AXL	00171	NP_068713.2	RANBP9	04835	NP_005484.2	yeast 2-hybrid	12470648
AXL	00171	NP_068713.2	SHC1	02780	NP_001123512.1	in vitro	8610109
